trace,method,beat,budget_ms,solve_ms,timeout,iter,gear,err
traceB,fixed20,104,83.2,176.0,1,6,,1.6763
traceB,fixed20,105,76.9,178.4,1,6,,1.6762
traceB,fixed20,106,90.1,176.6,1,6,,1.6759
traceB,fixed20,107,79.8,176.3,1,6,,1.6754
traceB,fixed20,108,83.5,176.0,1,6,,1.6747
traceB,fixed20,109,85.8,176.6,1,6,,1.6739
traceB,fixed20,110,99.6,175.7,1,6,,1.6729
traceB,fixed20,111,81.9,175.3,1,6,,1.6717
traceB,fixed20,112,84.5,175.5,1,6,,1.6703
traceB,fixed20,113,89.7,176.1,1,6,,1.6688
traceB,fixed20,114,92.6,175.9,1,6,,1.6670
traceB,fixed20,115,70.4,175.1,1,6,,1.6650
traceB,fixed20,116,86.7,175.9,1,6,,1.6629
traceB,fixed20,117,70.7,175.7,1,6,,1.6606
traceB,fixed20,118,72.1,175.5,1,6,,1.6580
traceB,fixed20,119,91.5,176.6,1,6,,1.6553
traceB,fixed20,120,75.4,176.5,1,6,,1.6524
traceB,fixed20,121,82.6,174.8,1,6,,1.6492
traceB,fixed20,122,87.2,175.8,1,6,,1.6459
traceB,fixed20,123,89.7,175.9,1,6,,1.6424
traceB,fixed20,124,69.2,175.7,1,6,,1.6387
traceB,fixed20,125,95.3,175.2,1,6,,1.6347
traceB,fixed20,126,96.5,175.2,1,6,,1.6306
traceB,fixed20,127,85.1,176.2,1,6,,1.6263
traceB,fixed20,128,85.9,176.1,1,6,,1.6218
traceB,fixed20,129,84.4,175.5,1,6,,1.6171
traceB,fixed20,130,94.9,176.5,1,6,,1.6121
traceB,fixed20,131,90.1,177.3,1,6,,1.6070
traceB,fixed20,132,72.2,175.1,1,6,,1.6017
traceB,fixed20,133,79.4,175.7,1,6,,1.5962
traceB,fixed20,134,87.8,175.3,1,6,,1.5906
traceB,fixed20,135,91.6,175.2,1,6,,1.5847
traceB,fixed20,136,89.9,176.3,1,6,,1.5787
traceB,fixed20,137,93.1,175.0,1,6,,1.5724
traceB,fixed20,138,72.7,176.3,1,6,,1.5660
traceB,fixed20,139,76.4,175.2,1,6,,1.5595
traceB,fixed20,140,87.5,175.7,1,6,,1.5527
traceB,fixed20,141,71.3,175.0,1,6,,1.5458
traceB,fixed20,142,89.4,175.1,1,6,,1.5388
traceB,fixed20,143,88.1,175.8,1,6,,1.5315
traceB,fixed20,144,77.7,175.8,1,6,,1.5242
traceB,fixed20,145,86.5,175.7,1,6,,1.5166
traceB,fixed20,146,79.5,175.4,1,6,,1.5090
traceB,fixed20,147,80.5,174.9,1,6,,1.5012
traceB,fixed20,148,89.4,174.6,1,6,,1.4933
traceB,fixed20,149,69.0,175.5,1,6,,1.4852
traceB,fixed20,150,88.0,174.8,1,6,,1.4770
traceB,fixed20,151,78.8,175.4,1,6,,1.4688
traceB,fixed20,152,80.5,174.9,1,6,,1.4604
traceB,fixed20,153,85.4,176.4,1,6,,1.4519
traceB,fixed20,154,72.7,176.1,1,6,,1.4434
traceB,fixed20,155,67.9,175.5,1,6,,1.4348
traceB,fixed20,156,71.6,175.4,1,6,,1.4261
traceB,fixed20,157,94.8,175.0,1,6,,1.4173
traceB,fixed20,158,86.9,175.2,1,6,,1.4085
traceB,fixed20,159,86.7,174.4,1,6,,1.3996
traceB,fixed20,160,84.6,175.4,1,6,,1.3908
traceB,fixed20,161,93.3,173.3,1,6,,1.3819
traceB,fixed20,162,71.4,174.8,1,6,,1.3730
traceB,fixed20,163,87.3,173.8,1,6,,1.3641
traceB,fixed20,164,88.6,177.3,1,6,,1.3552
traceB,fixed20,165,87.0,175.7,1,6,,1.3463
traceB,fixed20,166,76.8,173.3,1,6,,1.3375
traceB,fixed20,167,86.8,173.6,1,6,,1.3287
traceB,fixed20,168,95.2,173.5,1,6,,1.3200
traceB,fixed20,169,93.9,173.8,1,6,,1.3114
traceB,fixed20,170,70.7,174.8,1,6,,1.3028
traceB,fixed20,171,91.4,173.9,1,6,,1.2944
traceB,fixed20,172,85.8,175.1,1,6,,1.2861
traceB,fixed20,173,72.4,173.9,1,6,,1.2779
traceB,fixed20,174,91.8,173.4,1,6,,1.2699
traceB,fixed20,175,85.9,173.8,1,6,,1.2620
traceB,fixed20,176,84.6,174.3,1,6,,1.2543
traceB,fixed20,177,85.3,175.0,1,6,,1.2468
traceB,fixed20,178,69.0,174.4,1,6,,1.2395
traceB,fixed20,179,70.9,174.7,1,6,,1.2324
traceB,fixed20,180,70.1,174.3,1,6,,1.2256
traceB,fixed20,181,73.8,174.5,1,6,,1.2190
traceB,fixed20,182,85.4,175.1,1,6,,1.2127
traceB,fixed20,183,86.3,174.6,1,6,,1.2067
traceB,fixed20,184,86.7,173.6,1,6,,1.2010
traceB,fixed20,185,93.7,174.9,1,6,,1.1955
traceB,fixed20,186,95.2,173.6,1,6,,1.1905
traceB,fixed20,187,89.9,174.9,1,6,,1.1857
traceB,fixed20,188,74.1,175.1,1,6,,1.1814
traceB,fixed20,189,87.2,178.3,1,6,,1.1774
traceB,fixed20,190,73.0,174.8,1,6,,1.1738
traceB,fixed20,191,71.8,175.6,1,6,,1.1706
traceB,fixed20,192,82.7,175.6,1,6,,1.1678
traceB,fixed20,193,70.1,174.4,1,6,,1.1654
traceB,fixed20,194,88.0,175.3,1,6,,1.1634
traceB,fixed20,195,82.5,174.5,1,6,,1.1619
traceB,fixed20,196,72.9,174.7,1,6,,1.1609
traceB,fixed20,197,92.6,174.9,1,6,,1.1603
traceB,fixed20,198,71.5,175.2,1,6,,1.1602
traceB,fixed20,199,88.3,175.5,1,6,,1.1605
traceB,fixed20,200,84.9,174.4,1,6,,1.1613
traceB,fixed20,201,84.1,174.2,1,6,,1.1626
traceB,fixed20,202,75.1,175.5,1,6,,1.1644
traceB,fixed20,203,89.6,174.8,1,6,,1.1667
traceB,fixed20,204,88.8,175.2,1,6,,1.1694
traceB,fixed20,205,83.6,175.1,1,6,,1.1726
traceB,fixed20,206,83.6,175.4,1,6,,1.1764
traceB,fixed20,207,80.6,175.5,1,6,,1.1806
traceB,fixed20,208,80.2,175.5,1,6,,1.1852
traceB,fixed20,209,83.6,175.2,1,6,,1.1904
traceB,fixed20,210,86.3,175.4,1,6,,1.1959
traceB,fixed20,211,88.1,174.4,1,6,,1.2020
traceB,fixed20,212,69.7,174.8,1,6,,1.2085
traceB,fixed20,213,69.4,174.8,1,6,,1.2154
traceB,fixed20,214,89.8,177.2,1,6,,1.2228
traceB,fixed20,215,84.5,175.9,1,6,,1.2306
traceB,fixed20,216,85.6,174.8,1,6,,1.2388
traceB,fixed20,217,92.1,174.9,1,6,,1.2474
traceB,fixed20,218,97.4,178.6,1,6,,1.2564
traceB,fixed20,219,88.3,177.0,1,6,,1.2657
traceB,fixed20,220,86.7,177.2,1,6,,1.2754
traceB,fixed20,221,85.1,176.7,1,6,,1.2854
traceB,fixed20,222,80.8,175.6,1,6,,1.2958
traceB,fixed20,223,78.7,175.7,1,6,,1.3065
traceB,fixed20,224,85.5,175.0,1,6,,1.3175
traceB,fixed20,225,82.0,175.8,1,6,,1.3287
traceB,fixed20,226,80.9,175.5,1,6,,1.3403
traceB,fixed20,227,72.5,176.1,1,6,,1.3521
traceB,fixed20,228,87.5,175.6,1,6,,1.3641
traceB,fixed20,229,80.2,175.7,1,6,,1.3764
traceB,fixed20,230,78.8,175.8,1,6,,1.3888
traceB,fixed20,231,86.9,175.6,1,6,,1.4015
traceB,fixed20,232,85.9,176.0,1,6,,1.4143
traceB,fixed20,233,89.9,175.9,1,6,,1.4273
traceB,fixed20,234,83.5,175.5,1,6,,1.4404
traceB,fixed20,235,79.7,175.8,1,6,,1.4537
traceB,fixed20,236,83.6,175.5,1,6,,1.4671
traceB,fixed20,237,91.1,175.4,1,6,,1.4806
traceB,fixed20,238,72.8,175.9,1,6,,1.4942
traceB,fixed20,239,87.8,175.5,1,6,,1.5078
traceB,fixed20,240,70.0,175.5,1,6,,1.5216
traceB,fixed20,241,98.6,175.9,1,6,,1.5353
traceB,fixed20,242,71.4,174.5,1,6,,1.5491
traceB,fixed20,243,81.8,176.1,1,6,,1.5629
traceB,fixed20,244,73.6,175.8,1,6,,1.5767
traceB,fixed20,245,78.3,176.8,1,6,,1.5905
traceB,fixed20,246,81.9,177.4,1,6,,1.6043
traceB,fixed20,247,84.4,177.8,1,6,,1.6181
traceB,fixed20,248,90.2,174.0,1,6,,1.6318
traceB,fixed20,249,86.6,176.0,1,6,,1.6454
traceB,fixed20,250,82.7,175.9,1,6,,1.6590
traceB,fixed20,251,82.0,176.4,1,6,,1.6725
traceB,fixed20,252,83.7,175.8,1,6,,1.6859
traceB,fixed20,253,87.4,175.8,1,6,,1.6992
traceB,fixed20,254,89.3,175.5,1,6,,1.7124
traceB,fixed20,255,86.5,175.5,1,6,,1.7255
traceB,fixed20,256,73.5,175.6,1,6,,1.7384
traceB,fixed20,257,94.6,175.4,1,6,,1.7512
traceB,fixed20,258,84.6,177.0,1,6,,1.7638
traceB,fixed20,259,84.4,175.6,1,6,,1.7763
traceB,fixed20,260,89.3,174.7,1,6,,1.7885
traceB,fixed20,261,94.9,175.1,1,6,,1.8006
traceB,fixed20,262,71.5,177.4,1,6,,1.8125
traceB,fixed20,263,86.8,176.7,1,6,,1.8242
traceB,fixed20,264,87.9,178.5,1,6,,1.8357
traceB,fixed20,265,73.7,176.0,1,6,,1.8470
traceB,fixed20,266,94.0,176.3,1,6,,1.8580
traceB,fixed20,267,96.6,175.6,1,6,,1.8688
traceB,fixed20,268,89.1,175.7,1,6,,1.8793
traceB,fixed20,269,96.4,179.1,1,6,,1.8896
traceB,fixed20,270,75.9,176.7,1,6,,1.8996
traceB,fixed20,271,97.1,176.0,1,6,,1.9094
traceB,fixed20,272,94.2,176.4,1,6,,1.9189
traceB,fixed20,273,86.1,176.5,1,6,,1.9281
traceB,fixed20,274,77.3,175.5,1,6,,1.9370
traceB,fixed20,275,90.0,176.9,1,6,,1.9456
traceB,fixed20,276,80.4,175.9,1,6,,1.9539
traceB,fixed20,277,81.1,175.5,1,6,,1.9619
traceB,fixed20,278,85.7,176.6,1,6,,1.9696
traceB,fixed20,279,68.8,175.5,1,6,,1.9770
traceB,fixed20,280,90.4,175.8,1,6,,1.9840
traceB,fixed20,281,83.8,177.0,1,6,,1.9907
traceB,fixed20,282,79.0,175.7,1,6,,1.9970
traceB,fixed20,283,84.2,175.7,1,6,,2.0031
traceB,fixed20,284,82.8,176.3,1,6,,2.0087
traceB,fixed20,285,81.0,175.0,1,6,,2.0140
traceB,fixed20,286,83.6,176.0,1,6,,2.0190
traceB,fixed20,287,82.8,175.3,1,6,,2.0236
traceB,fixed20,288,83.1,175.9,1,6,,2.0278
traceB,fixed20,289,85.9,175.9,1,6,,2.0317
traceB,fixed20,290,83.5,175.3,1,6,,2.0351
traceB,fixed20,291,86.6,175.9,1,6,,2.0382
traceB,fixed20,292,92.2,175.3,1,6,,2.0410
traceB,fixed20,293,92.1,175.5,1,6,,2.0433
traceB,fixed20,294,92.3,176.0,1,6,,2.0452
traceB,fixed20,295,71.4,176.5,1,6,,2.0468
traceB,fixed20,296,89.5,175.2,1,6,,2.0479
traceB,fixed20,297,87.4,175.8,1,6,,2.0487
traceB,fixed20,298,81.3,175.3,1,6,,2.0490
traceB,fixed20,299,80.8,175.4,1,6,,2.0490
traceB,fixed20,300,86.0,175.5,1,6,,2.0485
traceB,fixed20,301,90.0,175.4,1,6,,2.0476
traceB,fixed20,302,89.7,175.2,1,6,,2.0463
traceB,fixed20,303,83.3,176.0,1,6,,2.0446
traceB,fixed20,304,76.5,177.6,1,6,,2.0425
traceB,fixed20,305,90.8,174.7,1,6,,2.0400
traceB,fixed20,306,72.3,175.0,1,6,,2.0371
traceB,fixed20,307,68.9,175.5,1,6,,2.0337
traceB,fixed20,308,73.0,177.7,1,6,,2.0299
traceB,fixed20,309,92.2,178.1,1,6,,2.0257
traceB,fixed20,310,92.7,178.2,1,6,,2.0211
traceB,fixed20,311,85.2,177.0,1,6,,2.0161
traceB,fixed20,312,86.5,176.6,1,6,,2.0107
traceB,fixed20,313,87.2,175.9,1,6,,2.0048
traceB,fixed20,314,93.8,175.5,1,6,,1.9985
traceB,fixed20,315,96.2,176.5,1,6,,1.9918
traceB,fixed20,316,85.6,175.6,1,6,,1.9847
traceB,fixed20,317,89.3,174.7,1,6,,1.9771
traceB,fixed20,318,84.3,174.4,1,6,,1.9691
traceB,fixed20,319,91.5,174.4,1,6,,1.9608
traceB,fixed20,320,94.9,174.8,1,6,,1.9520
traceB,fixed20,321,86.6,175.0,1,6,,1.9428
traceB,fixed20,322,87.1,175.4,1,6,,1.9332
traceB,fixed20,323,81.5,173.4,1,6,,1.9231
traceB,fixed20,324,83.8,174.4,1,6,,1.9127
traceB,fixed20,325,81.4,174.5,1,6,,1.9019
traceB,fixed20,326,83.6,173.2,1,6,,1.8907
traceB,fixed20,327,83.4,173.1,1,6,,1.8790
traceB,fixed20,328,84.9,172.7,1,6,,1.8670
traceB,fixed20,329,88.6,173.9,1,6,,1.8546
traceB,fixed20,330,94.5,173.6,1,6,,1.8418
traceB,fixed20,331,92.6,174.8,1,6,,1.8287
traceB,fixed20,332,83.5,174.0,1,6,,1.8151
traceB,fixed20,333,85.9,175.2,1,6,,1.8012
traceB,fixed20,334,88.4,173.1,1,6,,1.7869
traceB,fixed20,335,67.7,174.6,1,6,,1.7722
traceB,fixed20,336,72.7,173.5,1,6,,1.7572
traceB,fixed20,337,86.0,174.5,1,6,,1.7418
traceB,fixed20,338,78.8,175.8,1,6,,1.7261
traceB,fixed20,339,66.7,174.4,1,6,,1.7101
traceB,fixed20,340,85.8,174.9,1,6,,1.6937
traceB,fixed20,341,80.0,175.0,1,6,,1.6769
traceB,fixed20,342,85.9,175.6,1,6,,1.6599
traceB,fixed20,343,84.1,175.1,1,6,,1.6426
traceB,fixed20,344,88.6,173.9,1,6,,1.6249
traceB,fixed20,345,71.5,173.3,1,6,,1.6070
traceB,fixed20,346,92.6,175.6,1,6,,1.5887
traceB,fixed20,347,90.0,175.1,1,6,,1.5702
traceB,fixed20,348,89.7,174.9,1,6,,1.5514
traceB,fixed20,349,77.3,174.1,1,6,,1.5324
traceB,fixed20,350,71.5,176.8,1,6,,1.5131
traceB,fixed20,351,77.7,174.8,1,6,,1.4936
traceB,fixed20,352,81.5,174.4,1,6,,1.4739
traceB,fixed20,353,83.8,174.6,1,6,,1.4540
traceB,fixed20,354,77.9,175.2,1,6,,1.4339
traceB,fixed20,355,90.5,174.7,1,6,,1.4136
traceB,fixed20,356,78.3,174.7,1,6,,1.3931
traceB,fixed20,357,82.7,174.9,1,6,,1.3725
traceB,fixed20,358,85.5,174.5,1,6,,1.3517
traceB,fixed20,359,88.1,174.8,1,6,,1.3309
traceB,fixed20,360,87.4,175.0,1,6,,1.3099
traceB,fixed20,361,69.7,174.6,1,6,,1.2889
traceB,fixed20,362,97.3,176.1,1,6,,1.2678
traceB,fixed20,363,89.5,174.3,1,6,,1.2467
traceB,fixed20,364,85.1,174.8,1,6,,1.2256
traceB,fixed20,365,88.2,174.4,1,6,,1.2045
traceB,fixed20,366,89.7,175.3,1,6,,1.1834
traceB,fixed20,367,77.8,175.1,1,6,,1.1625
traceB,fixed20,368,82.0,175.0,1,6,,1.1416
traceB,fixed20,369,65.8,174.8,1,6,,1.1208
traceB,fixed20,370,77.8,175.3,1,6,,1.1003
traceB,fixed20,371,88.2,174.6,1,6,,1.0799
traceB,fixed20,372,91.6,174.4,1,6,,1.0598
traceB,fixed20,373,94.6,175.3,1,6,,1.0400
traceB,fixed20,374,88.9,175.4,1,6,,1.0205
traceB,fixed20,375,85.4,175.0,1,6,,1.0013
traceB,fixed20,376,86.1,175.2,1,6,,0.9826
traceB,fixed20,377,91.6,174.9,1,6,,0.9644
traceB,fixed20,378,74.3,175.1,1,6,,0.9467
traceB,fixed20,379,83.6,175.1,1,6,,0.9296
traceB,fixed20,380,92.1,174.8,1,6,,0.9131
traceB,fixed20,381,85.7,174.4,1,6,,0.8973
traceB,fixed20,382,86.9,174.3,1,6,,0.8823
traceB,fixed20,383,82.4,174.6,1,6,,0.8681
traceB,fixed20,384,78.6,174.8,1,6,,0.8547
traceB,fixed20,385,92.0,174.9,1,6,,0.8424
traceB,fixed20,386,69.0,175.6,1,6,,0.8310
traceB,fixed20,387,75.6,175.1,1,6,,0.8208
traceB,fixed20,388,92.7,173.8,1,6,,0.8116
traceB,fixed20,389,92.8,174.6,1,6,,0.8037
traceB,fixed20,390,84.8,175.2,1,6,,0.7970
traceB,fixed20,391,87.3,175.8,1,6,,0.7916
traceB,fixed20,392,86.6,174.7,1,6,,0.7876
traceB,fixed20,393,94.4,175.2,1,6,,0.7849
traceB,fixed20,394,91.5,174.3,1,6,,0.7836
traceB,fixed20,395,72.7,175.8,1,6,,0.7838
traceB,fixed20,396,85.9,175.1,1,6,,0.7853
traceB,fixed20,397,90.8,174.6,1,6,,0.7883
traceB,fixed20,398,83.1,175.7,1,6,,0.7928
traceB,fixed20,399,74.9,175.6,1,6,,0.7986
traceB,fixed20,400,89.9,175.2,1,6,,0.8058
traceB,fixed20,401,86.9,174.4,1,6,,0.8143
traceB,fixed20,402,81.8,174.7,1,6,,0.8242
traceB,fixed20,403,83.7,175.0,1,6,,0.8352
traceB,fixed20,404,82.9,175.0,1,6,,0.8475
traceB,fixed20,405,81.0,174.7,1,6,,0.8610
traceB,fixed20,406,85.4,174.4,1,6,,0.8755
traceB,fixed20,407,76.9,175.3,1,6,,0.8911
traceB,fixed20,408,71.1,174.6,1,6,,0.9076
traceB,fixed20,409,92.4,175.6,1,6,,0.9250
traceB,fixed20,410,75.0,175.3,1,6,,0.9433
traceB,fixed20,411,74.0,174.7,1,6,,0.9624
traceB,fixed20,412,87.3,174.8,1,6,,0.9823
traceB,fixed20,413,103.1,174.4,1,6,,1.0028
traceB,fixed20,414,75.2,175.0,1,6,,1.0239
traceB,fixed20,415,80.3,174.2,1,6,,1.0456
traceB,fixed20,416,82.2,175.1,1,6,,1.0678
traceB,fixed20,417,84.9,176.1,1,6,,1.0906
traceB,fixed20,418,98.4,175.0,1,6,,1.1137
traceB,fixed20,419,93.6,174.5,1,6,,1.1372
traceB,fixed20,420,84.7,176.3,1,6,,1.1611
traceB,fixed20,421,86.2,175.3,1,6,,1.1853
traceB,fixed20,422,85.1,174.5,1,6,,1.2098
traceB,fixed20,423,84.2,176.5,1,6,,1.2345
traceB,fixed20,424,75.0,176.5,1,6,,1.2594
traceB,fixed20,425,78.7,175.5,1,6,,1.2845
traceB,fixed20,426,83.1,175.5,1,6,,1.3097
traceB,fixed20,427,90.3,175.8,1,6,,1.3351
traceB,fixed20,428,83.0,175.8,1,6,,1.3605
traceB,fixed20,429,80.8,175.4,1,6,,1.3860
traceB,fixed20,430,82.2,175.3,1,6,,1.4115
traceB,fixed20,431,87.3,174.9,1,6,,1.4371
traceB,fixed20,432,89.4,175.4,1,6,,1.4626
traceB,fixed20,433,86.0,175.9,1,6,,1.4881
traceB,fixed20,434,79.5,176.2,1,6,,1.5136
traceB,fixed20,435,80.6,175.4,1,6,,1.5390
traceB,fixed20,436,88.9,175.7,1,6,,1.5643
traceB,fixed20,437,73.6,175.7,1,6,,1.5895
traceB,fixed20,438,87.1,175.4,1,6,,1.6146
traceB,fixed20,439,87.3,175.5,1,6,,1.6395
traceB,fixed20,440,81.9,174.7,1,6,,1.6643
traceB,fixed20,441,80.9,176.5,1,6,,1.6890
traceB,fixed20,442,76.0,176.4,1,6,,1.7134
traceB,fixed20,443,78.4,176.8,1,6,,1.7376
traceB,fixed20,444,95.5,176.0,1,6,,1.7616
traceB,fixed20,445,98.6,175.8,1,6,,1.7854
traceB,fixed20,446,68.9,175.6,1,6,,1.8090
traceB,fixed20,447,80.4,177.3,1,6,,1.8323
traceB,fixed20,448,82.6,177.0,1,6,,1.8553
traceB,fixed20,449,71.6,176.6,1,6,,1.8781
traceB,fixed20,450,97.9,176.2,1,6,,1.9006
traceB,fixed20,451,88.7,175.0,1,6,,1.9228
traceB,fixed20,452,73.0,175.9,1,6,,1.9446
traceB,fixed20,453,89.8,175.8,1,6,,1.9662
traceB,fixed20,454,85.6,175.8,1,6,,1.9874
traceB,fixed20,455,79.8,176.1,1,6,,2.0083
traceB,fixed20,456,80.4,176.1,1,6,,2.0288
traceB,fixed20,457,87.9,175.7,1,6,,2.0490
traceB,fixed20,458,86.2,176.0,1,6,,2.0688
traceB,fixed20,459,87.5,175.3,1,6,,2.0882
traceB,fixed20,460,70.1,175.1,1,6,,2.1072
traceB,fixed20,461,94.1,175.8,1,6,,2.1259
traceB,fixed20,462,89.5,176.1,1,6,,2.1441
traceB,fixed20,463,70.4,175.3,1,6,,2.1620
traceB,fixed20,464,82.9,175.7,1,6,,2.1794
traceB,fixed20,465,74.4,176.6,1,6,,2.1964
traceB,fixed20,466,89.5,177.3,1,6,,2.2129
traceB,fixed20,467,83.1,178.3,1,6,,2.2290
traceB,fixed20,468,77.4,178.6,1,6,,2.2447
traceB,fixed20,469,72.0,176.3,1,6,,2.2599
traceB,fixed20,470,80.2,178.8,1,6,,2.2747
traceB,fixed20,471,83.5,176.4,1,6,,2.2890
traceB,fixed20,472,89.5,177.7,1,6,,2.3028
traceB,fixed20,473,91.7,176.9,1,6,,2.3161
traceB,fixed20,474,89.5,174.9,1,6,,2.3290
traceB,fixed20,475,84.4,175.3,1,6,,2.3413
traceB,fixed20,476,84.2,176.4,1,6,,2.3532
traceB,fixed20,477,86.5,177.5,1,6,,2.3645
traceB,fixed20,478,92.1,175.0,1,6,,2.3754
traceB,fixed20,479,90.9,175.2,1,6,,2.3857
traceB,fixed20,480,69.8,174.6,1,6,,2.3956
traceB,fixed20,481,92.7,174.0,1,6,,2.4049
traceB,fixed20,482,88.5,175.5,1,6,,2.4137
traceB,fixed20,483,82.1,175.5,1,6,,2.4219
traceB,fixed20,484,79.8,175.8,1,6,,2.4296
traceB,fixed20,485,73.4,174.4,1,6,,2.4368
traceB,fixed20,486,89.4,174.6,1,6,,2.4435
traceB,fixed20,487,70.3,174.3,1,6,,2.4495
traceB,fixed20,488,81.1,173.9,1,6,,2.4551
traceB,fixed20,489,83.6,173.8,1,6,,2.4601
traceB,fixed20,490,68.1,174.8,1,6,,2.4645
traceB,fixed20,491,90.9,175.2,1,6,,2.4684
traceB,fixed20,492,91.5,174.2,1,6,,2.4718
traceB,fixed20,493,83.2,174.2,1,6,,2.4745
traceB,fixed20,494,84.7,174.2,1,6,,2.4768
traceB,fixed20,495,87.8,174.3,1,6,,2.4784
traceB,fixed20,496,89.3,174.8,1,6,,2.4795
traceB,fixed20,497,68.0,174.7,1,6,,2.4800
traceB,fixed20,498,90.3,174.3,1,6,,2.4799
traceB,fixed20,499,92.7,173.9,1,6,,2.4793
traceB,fixed20,500,68.2,175.2,1,6,,2.4781
traceB,fixed20,501,90.1,175.3,1,6,,2.4763
traceB,fixed20,502,93.8,175.5,1,6,,2.4739
traceB,fixed20,503,67.6,175.1,1,6,,2.4710
traceB,fixed20,504,83.2,177.4,1,6,,2.4675
traceB,fixed20,505,79.0,176.7,1,6,,2.4634
traceB,fixed20,506,85.8,177.1,1,6,,2.4587
traceB,fixed20,507,84.6,175.4,1,6,,2.4535
traceB,fixed20,508,84.2,175.3,1,6,,2.4477
traceB,fixed20,509,67.0,176.7,1,6,,2.4413
traceB,fixed20,510,72.6,175.6,1,6,,2.4343
traceB,fixed20,511,67.0,175.3,1,6,,2.4268
traceB,fixed20,512,90.7,175.8,1,6,,2.4187
traceB,fixed20,513,93.3,176.8,1,6,,2.4100
traceB,fixed20,514,87.2,175.3,1,6,,2.4007
traceB,fixed20,515,74.4,176.4,1,6,,2.3909
traceB,fixed20,516,95.2,175.7,1,6,,2.3805
traceB,fixed20,517,91.3,175.3,1,6,,2.3696
traceB,fixed20,518,94.6,176.5,1,6,,2.3581
traceB,fixed20,519,95.9,175.8,1,6,,2.3460
traceB,fixed20,520,102.5,177.2,1,6,,2.3334
traceB,fixed20,521,93.0,176.8,1,6,,2.3202
traceB,fixed20,522,83.6,176.1,1,6,,2.3065
traceB,fixed20,523,86.3,176.7,1,6,,2.2922
traceB,fixed20,524,92.8,174.9,1,6,,2.2774
traceB,fixed20,525,92.3,175.9,1,6,,2.2620
traceB,fixed20,526,103.7,175.6,1,6,,2.2461
traceB,fixed20,527,95.3,175.7,1,6,,2.2297
traceB,fixed20,528,94.3,175.5,1,6,,2.2127
traceB,fixed20,529,84.0,178.7,1,6,,2.1952
traceB,fixed20,530,82.4,180.1,1,6,,2.1772
traceB,fixed20,531,85.6,178.6,1,6,,2.1587
traceB,fixed20,532,92.4,176.9,1,6,,2.1397
traceB,fixed20,533,91.7,176.2,1,6,,2.1201
traceB,fixed20,534,88.7,176.5,1,6,,2.1001
traceB,fixed20,535,72.5,177.5,1,6,,2.0796
traceB,fixed20,536,93.1,174.8,1,6,,2.0586
traceB,fixed20,537,83.6,175.0,1,6,,2.0371
traceB,fixed20,538,75.1,176.5,1,6,,2.0152
traceB,fixed20,539,90.3,175.4,1,6,,1.9928
traceB,fixed20,540,87.4,175.3,1,6,,1.9699
traceB,fixed20,541,79.4,175.6,1,6,,1.9466
traceB,fixed20,542,87.3,175.5,1,6,,1.9228
traceB,fixed20,543,93.2,175.0,1,6,,1.8987
traceB,fixed20,544,69.2,176.0,1,6,,1.8741
traceB,fixed20,545,70.5,176.1,1,6,,1.8491
traceB,fixed20,546,89.7,176.0,1,6,,1.8236
traceB,fixed20,547,89.5,175.8,1,6,,1.7978
traceB,fixed20,548,87.7,174.9,1,6,,1.7716
traceB,fixed20,549,81.9,175.6,1,6,,1.7451
traceB,fixed20,550,81.4,176.0,1,6,,1.7182
traceB,fixed20,551,70.5,176.5,1,6,,1.6909
traceB,fixed20,552,88.6,174.6,1,6,,1.6633
traceB,fixed20,553,90.2,175.4,1,6,,1.6354
traceB,fixed20,554,86.6,174.4,1,6,,1.6072
traceB,fixed20,555,79.6,176.1,1,6,,1.5787
traceB,fixed20,556,86.1,177.2,1,6,,1.5499
traceB,fixed20,557,90.5,174.9,1,6,,1.5209
traceB,fixed20,558,74.4,174.4,1,6,,1.4917
traceB,fixed20,559,87.0,178.8,1,6,,1.4622
traceB,fixed20,560,81.4,177.5,1,6,,1.4325
traceB,fixed20,561,80.8,175.1,1,6,,1.4027
traceB,fixed20,562,93.4,175.6,1,6,,1.3727
traceB,fixed20,563,88.2,175.8,1,6,,1.3425
traceB,fixed20,564,70.4,177.1,1,6,,1.3123
traceB,fixed20,565,60.8,174.5,1,6,,1.2820
traceB,fixed20,566,85.4,175.4,1,6,,1.2517
traceB,fixed20,567,102.6,174.8,1,6,,1.2213
traceB,fixed20,568,76.1,175.3,1,6,,1.1910
traceB,fixed20,569,92.7,175.0,1,6,,1.1608
traceB,fixed20,570,94.1,174.5,1,6,,1.1306
traceB,fixed20,571,70.2,174.9,1,6,,1.1007
traceB,fixed20,572,88.5,174.4,1,6,,1.0709
traceB,fixed20,573,89.7,175.1,1,6,,1.0414
traceB,fixed20,574,69.3,175.2,1,6,,1.0123
traceB,fixed20,575,94.1,175.0,1,6,,0.9835
traceB,fixed20,576,93.5,175.0,1,6,,0.9552
traceB,fixed20,577,86.9,175.3,1,6,,0.9275
traceB,fixed20,578,85.2,174.9,1,6,,0.9004
traceB,fixed20,579,86.0,174.4,1,6,,0.8740
traceB,fixed20,580,94.8,174.1,1,6,,0.8485
traceB,fixed20,581,94.0,175.2,1,6,,0.8239
traceB,fixed20,582,70.5,175.6,1,6,,0.8004
traceB,fixed20,583,78.1,174.8,1,6,,0.7782
traceB,fixed20,584,87.9,175.2,1,6,,0.7572
